Index,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Monthly_Charges,Total_Charges,Internet_Service_DSL,Internet_Service_Fiber optic,Internet_Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment_Method_Bank transfer (automatic),Payment_Method_Credit card (automatic),Payment_Method_Electronic check,Payment_Method_Mailed check,x_kpca_rbf,y_kpca_rbf,z_kpca_rbf
1417,0,0,0,0,5,1,0,0,0,0,0,1,0,1,81.0,389.6,0,1,0,1,0,0,0,1,0,0,-0.14103537894742124,0.2630357444103287,-0.005094188067831081
1418,1,0,0,0,6,1,0,0,1,0,0,1,0,1,84.85,523.5,0,1,0,1,0,0,0,0,1,0,-0.2838637094794249,0.37318010204937185,-0.0699580823319693
1419,0,1,0,0,26,1,1,0,1,0,0,1,0,1,89.15,2277.65,0,1,0,1,0,0,0,0,1,0,-0.3314229027666044,0.20907919031529118,-0.20549902716880222
1420,0,1,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,1,0,0,1,0,0,0,0,1,0,-0.021307596988082288,0.06522437773376986,0.18985443669785296
1421,1,0,0,0,64,1,1,0,1,0,1,1,1,1,105.65,6903.1,0,1,0,0,1,0,0,1,0,0,-0.15883430299698692,-0.24117340876461446,-0.033889773950955444
1422,1,0,0,0,13,1,0,0,0,0,0,0,1,1,80.85,1008.7,0,1,0,1,0,0,0,0,1,0,-0.28659914114277574,0.4732146741718708,-0.08845941352199749
1423,0,0,1,0,9,1,0,0,0,0,0,1,1,0,89.45,853.1,0,1,0,1,0,0,0,0,1,0,-0.25376069445112037,0.27513302840514564,-0.12437339869560463
1424,1,0,0,0,10,1,1,0,0,0,0,1,1,1,72.15,794.25,1,0,0,1,0,0,0,1,0,0,-0.1041774135008004,0.08877893352792446,0.11115296074264043
1425,0,0,0,0,2,1,0,0,0,1,1,1,1,0,76.4,160.8,1,0,0,1,0,0,0,0,1,0,-0.11788085533944045,0.08497756715445488,0.16647394469471122
1426,0,1,0,0,20,1,1,0,0,0,0,0,1,1,61.6,1174.35,1,0,0,1,0,0,0,0,0,1,-0.0236592424136128,0.12169138429866062,0.13689622893420964
1427,1,0,1,0,9,1,0,0,1,1,0,0,0,1,79.9,741.7,0,1,0,1,0,0,0,0,1,0,-0.2352676046995602,0.2622380703044495,-0.0593605273874823
1428,1,1,0,0,32,1,1,0,0,0,0,1,1,1,96.15,3019.25,0,1,0,1,0,0,0,1,0,0,-0.24779232820304298,0.05766925018994806,-0.15487178218619335
1429,0,0,1,0,70,1,1,1,0,1,1,0,0,0,65.3,4759.75,1,0,0,0,0,1,0,1,0,0,-0.02322076585183743,-0.2866359184267563,0.08327785388168331
1430,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,0,1,1,0,0,0,0,0,1,0.49497855058023205,0.29914154476335686,0.11753712748759522
1431,1,0,0,0,1,1,1,0,0,0,0,1,0,1,84.65,84.65,0,1,0,1,0,0,0,0,0,1,-0.10862249526042123,0.29508865434915527,0.007360618573350319
1432,0,1,1,0,1,1,0,0,0,0,0,0,0,1,69.55,69.55,0,1,0,1,0,0,0,0,1,0,-0.21072944244240885,0.361132526690387,-0.10170316537570646
1433,0,0,0,0,13,0,0,0,1,0,0,0,0,1,31.05,347.25,1,0,0,1,0,0,0,0,1,0,-0.016183736698609025,0.10644342593213219,0.29281935115697916
1434,1,0,0,0,7,1,0,1,0,0,0,0,0,1,51.0,354.05,1,0,0,1,0,0,0,0,0,1,0.13031109764485205,0.21722936395365325,0.3930257591977665
1435,0,0,1,1,1,1,0,0,0,0,0,0,0,1,44.35,44.35,1,0,0,1,0,0,1,0,0,0,0.07852214779945602,0.09068889492799267,0.1577864912522348
1436,0,0,0,0,7,1,0,0,0,0,0,1,0,1,79.7,586.05,0,1,0,1,0,0,0,0,1,0,-0.28078638373315323,0.48330584323685716,-0.08126874813955612
1437,1,0,0,1,54,1,1,0,1,0,0,0,0,1,55.0,3092.65,1,0,0,1,0,0,0,1,0,0,-0.014745800784402309,-0.03496479104894451,0.09919818674928967
1438,0,1,0,0,5,1,0,0,0,1,0,1,0,1,84.85,415.55,0,1,0,1,0,0,0,0,0,1,-0.1157526824334307,0.16700337316536445,0.005027732828647401
1439,1,1,0,0,1,1,1,0,0,0,0,0,0,1,73.65,73.65,0,1,0,1,0,0,0,0,1,0,-0.2658971744459122,0.3995707929083689,-0.1446820063701207
1440,1,0,1,0,33,1,0,0,0,1,1,1,1,1,73.9,2405.05,1,0,0,0,1,0,0,0,0,1,-0.03194043256203273,-0.15398839898471484,0.1432645581343628
1441,0,0,1,0,55,1,1,0,0,1,0,0,0,1,77.75,4458.15,0,1,0,1,0,0,0,0,1,0,-0.2648808461494353,0.12728645509325429,-0.17761375332017154
1442,0,1,1,0,6,1,1,0,0,0,0,0,1,1,84.35,474.9,0,1,0,1,0,0,0,0,1,0,-0.30587893583109593,0.2733013543890318,-0.21622660434548152
1443,0,0,0,0,8,1,0,1,0,0,0,1,0,0,84.95,668.4,0,1,0,1,0,0,0,0,1,0,-0.18793664866479715,0.2950185300514146,-0.0033078024226519615
1444,1,0,0,0,11,1,0,0,0,0,1,0,0,1,73.85,926.25,0,1,0,1,0,0,0,0,1,0,-0.20118532103992792,0.4078012751577404,0.013675798245180951
1445,1,0,1,0,49,0,0,0,1,0,0,1,1,1,51.8,2541.25,1,0,0,0,1,0,1,0,0,0,-0.029032069220474164,-0.1660723268601579,0.1176543923943891
1446,0,1,1,0,1,1,0,0,0,0,0,0,0,0,46.0,46.0,1,0,0,1,0,0,0,0,1,0,-0.011992728804157986,0.20248065372139615,0.14748612059455893
1447,1,1,0,0,15,1,0,0,0,0,0,0,1,1,79.4,1156.1,0,1,0,1,0,0,0,0,1,0,-0.28522623811504955,0.3581208051601555,-0.13754210985836954
1448,1,1,1,0,16,1,0,0,0,0,0,0,0,1,71.8,1167.8,0,1,0,1,0,0,1,0,0,0,-0.11300583222854133,0.17185201841342268,-0.0592577596030905
1449,1,1,1,0,44,1,1,0,1,0,0,0,1,0,88.4,3912.9,0,1,0,0,1,0,0,0,0,1,-0.07386391983642317,-0.10830124578472251,-0.049332093082184295
1450,0,0,0,1,5,1,0,0,0,0,0,0,0,0,46.0,221.7,1,0,0,1,0,0,0,0,0,1,0.23002347192104874,0.1897733357036591,0.29410816252817873
1451,1,0,0,0,4,1,1,0,0,0,0,0,0,0,51.75,201.1,1,0,0,1,0,0,0,1,0,0,0.0671732366720322,0.1634867133846563,0.20447260904846365
1452,1,0,1,0,30,1,1,1,1,0,0,1,0,1,94.4,2838.7,0,1,0,1,0,0,0,0,1,0,-0.30194957637377995,0.09324187068317714,-0.1409747590997038
1453,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.15,70.15,0,1,0,1,0,0,0,0,0,1,0.028557864917073572,0.4150610006594318,0.13045113674271733
1454,1,0,0,0,9,0,0,0,0,0,0,1,0,1,34.7,296.1,1,0,0,1,0,0,0,1,0,0,0.01680120739328342,0.03038251965107498,0.24988149720224295
1455,0,0,0,0,1,1,0,0,0,0,0,0,1,1,81.1,81.1,0,1,0,1,0,0,0,0,1,0,-0.2732184836095395,0.4842538511612975,-0.07078716443701744
1456,0,0,1,1,1,1,0,0,0,0,0,0,0,0,20.55,20.55,0,0,1,1,0,0,0,0,0,1,0.43032945058372896,0.14147879310062544,-0.02721293429114911
1457,0,0,0,0,61,1,1,0,0,1,1,1,1,1,106.6,6428.4,0,1,0,0,0,1,0,0,1,0,-0.21808703356482578,-0.20149609104124921,-0.09837477505607371
1458,1,0,1,0,59,1,1,1,1,1,1,1,0,1,106.75,6252.9,0,1,0,1,0,0,0,0,1,0,-0.2463892727428717,-0.16239124252072012,-0.08214074190924235
1459,0,0,0,0,3,1,0,0,0,0,0,1,1,1,89.45,240.45,0,1,0,1,0,0,0,0,1,0,-0.33189521416212564,0.41109791424506104,-0.12702963757162905
1460,0,0,0,0,3,1,0,0,1,0,1,1,1,1,97.9,315.3,0,1,0,1,0,0,0,0,1,0,-0.2894636537675646,0.19824609711309688,-0.06795596980880851
1461,1,0,0,0,1,1,0,0,0,0,0,0,1,1,55.7,55.7,1,0,0,1,0,0,0,0,0,1,0.09689681622335672,0.25496849663616655,0.3386255426406131
1462,1,0,0,0,13,1,0,0,1,1,0,0,0,1,79.8,973.45,0,1,0,1,0,0,0,0,1,0,-0.24794853198546063,0.32751751157123343,-0.03202589256718955
1463,0,0,1,0,18,0,0,0,0,1,0,1,0,1,39.05,669.85,1,0,0,1,0,0,0,0,1,0,-0.05345238408543274,0.02966706281641215,0.2042528703930732
1464,0,1,1,0,3,1,0,0,0,0,1,1,0,1,83.9,267.4,0,1,0,1,0,0,0,0,0,1,-0.0921158170521589,0.1096187929510193,0.011763717259498692
1465,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.85,69.85,0,1,0,1,0,0,0,0,1,0,-0.2230701303418,0.4358252719315295,-0.07235334406866217
1466,0,0,0,0,1,1,0,0,0,0,0,1,0,1,53.55,53.55,1,0,0,1,0,0,0,0,0,1,0.09575151358115992,0.2521462300837055,0.3274121639447201
1467,0,0,1,0,70,1,1,1,1,1,1,0,0,0,93.9,6579.05,0,1,0,0,0,1,1,0,0,0,-0.09684025599589507,-0.301889183836068,0.006969305274589008
1468,1,0,1,0,68,1,1,1,1,1,1,1,1,1,113.15,7856.0,0,1,0,0,0,1,0,0,1,0,-0.19787603208675292,-0.33037540887290895,-0.043298569203088236
1469,0,1,1,0,26,1,0,0,1,0,0,0,1,0,84.95,2169.75,0,1,0,1,0,0,0,0,1,0,-0.22161886821098306,0.14484323880834538,-0.11996649052416103
1470,1,0,1,0,11,1,1,0,1,0,0,0,0,1,80.5,896.9,0,1,0,1,0,0,1,0,0,0,-0.15544939669394872,0.14079276579723204,-0.06749904573931434
1471,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.3,19.3,0,0,1,1,0,0,0,0,0,1,0.4168360587340571,0.3114007736060332,0.12982775681073594
1472,1,0,0,0,1,1,0,0,0,1,0,0,0,1,49.65,49.65,1,0,0,1,0,0,0,0,0,1,0.12168588157321784,0.2327694677330763,0.36052264967787934
1473,0,0,0,0,46,1,0,0,0,1,1,0,0,0,54.35,2460.15,1,0,0,0,0,1,0,1,0,0,0.04995480428422191,-0.15171162501682092,0.10759294613021309
1474,1,0,0,0,4,1,0,0,0,0,0,1,1,1,88.45,370.65,0,1,0,1,0,0,0,0,1,0,-0.33206480443871034,0.4121066378250085,-0.12729257889615345
1475,1,1,0,0,22,1,1,0,0,0,1,1,0,1,90.5,1910.6,0,1,0,1,0,0,1,0,0,0,-0.1888140797224259,0.05780859227438934,-0.07874390713550332
1476,1,0,1,0,9,1,0,0,1,1,1,1,0,1,94.85,890.6,0,1,0,1,0,0,0,0,0,1,-0.12059096812285881,0.03252706821742371,0.04619741616589942
1477,1,0,1,0,7,1,0,0,0,0,0,0,0,1,69.95,529.5,0,1,0,1,0,0,1,0,0,0,-0.07399529317936467,0.2592918373640868,-0.011871966914500329
1478,0,0,0,0,1,1,0,1,0,0,0,0,0,1,48.6,48.6,1,0,0,1,0,0,0,1,0,0,0.03876439423287953,0.14267625761194366,0.2815591831511501
1479,0,1,0,0,40,0,0,1,1,0,0,1,1,1,55.8,2109.35,1,0,0,1,0,0,0,0,1,0,-0.09103269262386347,-0.053223869290857526,0.1321376940319125
1480,1,0,1,0,29,1,1,0,1,0,0,0,0,1,80.15,2265.25,0,1,0,1,0,0,1,0,0,0,-0.1677206333472084,0.09505830013268339,-0.08961400492758617
1481,0,0,0,0,3,1,1,0,0,0,0,0,0,1,75.5,220.6,0,1,0,1,0,0,0,0,1,0,-0.2678018482434937,0.5191269053042968,-0.10849429558429324
1482,1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0,0,1,1,0,0,1,0,0,0,0.2545353524702928,0.2114083835289667,0.03800415711604277
1483,0,0,1,0,3,1,1,0,0,0,0,0,0,1,74.75,229.5,0,1,0,1,0,0,0,1,0,0,-0.12156318989181845,0.2227213013293458,-0.06709913341275844
1484,1,0,0,0,23,1,1,0,0,1,1,1,1,1,104.05,2470.1,0,1,0,1,0,0,0,0,0,1,-0.2007298630929088,0.02402141939324149,-0.03399685967401154
1485,0,0,0,0,13,1,1,1,1,0,0,1,0,1,96.65,1244.5,0,1,0,1,0,0,0,0,1,0,-0.30129878196874926,0.20544598457374505,-0.10352155099499691
1486,1,1,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,0,1,1,0,0,0,0,0,1,0.3244730393095558,0.19448202507940537,0.07825223816511984
1487,0,0,0,0,39,1,1,0,1,1,0,1,1,1,103.45,3994.45,0,1,0,1,0,0,0,0,1,0,-0.39028235409930917,0.057110419068708895,-0.22350654636942938
1488,0,0,1,1,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0,0,1,1,0,0,0,0,1,0,0.18460150403555325,0.18318489721394227,-0.04397639453467112
1489,1,0,1,0,14,0,0,0,0,0,0,1,1,0,46.35,667.7,1,0,0,1,0,0,0,0,1,0,-0.04184699552389925,0.033022020868112685,0.19497540457648582
1490,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.95,19.95,0,0,1,1,0,0,0,0,1,0,0.26041053320867674,0.325129126872914,0.04947153495819339
1491,1,0,0,0,1,1,0,0,0,0,0,0,1,0,79.6,79.6,0,1,0,1,0,0,0,0,1,0,-0.19048320801730173,0.42348524752349603,-0.031118196312543447
1492,1,0,0,0,1,1,0,0,0,0,1,0,0,1,75.9,75.9,0,1,0,1,0,0,0,0,1,0,-0.19267947887927864,0.41597325962285525,0.025535925063515243
1493,1,0,1,0,1,1,0,0,0,1,0,0,0,0,76.2,76.2,0,1,0,1,0,0,0,0,1,0,-0.1456765926450589,0.3118864169032689,-0.026653738022297396
1494,1,0,0,1,1,1,0,0,0,0,0,0,0,0,19.25,19.25,0,0,1,1,0,0,0,0,0,1,0.4547958060578996,0.19957375060864826,0.04579355204448412
1495,0,0,1,0,42,1,1,0,0,1,1,0,0,1,84.3,3588.4,0,1,0,1,0,0,0,0,1,0,-0.2589727179246836,0.09341537816491954,-0.12155142751584816
1496,0,0,0,0,7,1,0,0,0,0,0,1,0,1,79.0,522.95,0,1,0,1,0,0,0,0,1,0,-0.278826393747384,0.48434983828913486,-0.07979925812562252
1497,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.25,70.25,0,1,0,1,0,0,0,0,1,0,-0.20683097159207411,0.5692244501054655,-0.015078521660078876
1498,0,1,0,0,10,1,0,0,0,1,0,0,1,1,84.6,865.55,0,1,0,1,0,0,0,1,0,0,-0.1704694635692284,0.11504644128791353,-0.04778865638447451
1499,0,0,1,1,17,1,1,0,0,0,0,0,0,0,24.1,409.9,0,0,1,1,0,0,0,0,0,1,0.36310543147130353,0.0946857677138239,-0.08268971713070798
1500,0,0,0,1,1,1,0,1,1,0,1,0,0,1,60.0,60.0,1,0,0,1,0,0,0,0,1,0,-0.04374035503508556,0.06234887244829666,0.22906719099745138
1501,1,0,0,0,8,1,1,0,0,0,0,0,1,1,86.55,649.65,0,1,0,1,0,0,0,0,1,0,-0.33442772029534457,0.4356036012250079,-0.16829790530406227
1502,0,1,1,0,1,1,0,0,0,0,0,0,0,1,20.85,20.85,0,0,1,1,0,0,0,0,0,1,0.24146418518131782,0.1533012018157821,0.02883698524980971
1503,0,0,0,0,39,0,0,0,0,1,0,1,1,1,50.75,2011.4,1,0,0,1,0,0,0,0,1,0,-0.09633442460336346,0.005324621387074004,0.18641865608620206
1504,0,1,1,0,58,1,0,1,1,0,1,1,1,1,105.5,6205.5,0,1,0,0,1,0,0,1,0,0,-0.12493781731441168,-0.23604322137324718,-0.0030703509075060164
1505,1,1,0,0,6,1,0,1,0,0,0,1,0,1,85.15,503.6,0,1,0,1,0,0,1,0,0,0,-0.14307641799613602,0.11129525990071393,-0.012218274996286596
1506,1,0,1,0,22,1,0,1,0,0,1,0,0,1,54.2,1152.7,1,0,0,1,0,0,0,0,1,0,-0.05294863757799841,0.11230038183540011,0.2430932633079419
1507,0,0,1,0,70,1,1,0,1,1,1,1,1,1,109.5,7674.55,0,1,0,0,1,0,0,0,1,0,-0.21092338049462553,-0.26797337634836715,-0.08423805741964378
1508,1,0,1,0,21,1,1,0,1,1,0,1,1,0,104.4,2157.95,0,1,0,1,0,0,0,0,1,0,-0.31831848738202756,0.05056301490414887,-0.18352683846883977
1509,1,1,1,0,71,1,1,1,1,0,0,1,1,1,105.1,7548.1,0,1,0,1,0,0,0,1,0,0,-0.1759532392021636,-0.18535503918454285,-0.07819719715497828
1510,0,0,0,0,1,1,0,0,1,0,0,0,0,1,75.7,75.7,0,1,0,1,0,0,0,0,1,0,-0.22430044621687162,0.44959305663747506,-0.010940795308037151
1511,0,1,1,0,20,1,1,0,0,1,0,1,0,0,90.8,1951.0,0,1,0,1,0,0,0,0,1,0,-0.25935997708844855,0.12474069640681379,-0.17858500835285893
1512,0,0,1,0,4,1,1,0,1,0,0,1,1,1,97.95,384.5,0,1,0,1,0,0,0,0,1,0,-0.3536598444927712,0.2087436400527599,-0.20759203881895244
1513,1,0,0,0,32,1,1,1,1,0,1,1,1,1,108.15,3432.9,0,1,0,1,0,0,0,1,0,0,-0.218960449773024,-0.11081123977133207,-0.029801645900805453
1514,1,0,0,0,6,1,0,0,0,0,0,1,0,1,80.5,463.05,0,1,0,1,0,0,0,1,0,0,-0.13805898137389058,0.2632345829943113,-0.001828762070462577
1515,0,1,1,0,27,1,1,1,0,0,1,1,1,1,104.3,2867.75,0,1,0,1,0,0,1,0,0,0,-0.1971502093090031,-0.08506769449951035,-0.0768595555411817
1516,1,0,0,0,1,1,0,0,0,0,0,0,0,1,71.35,71.35,0,1,0,1,0,0,0,0,0,1,0.03149692281589809,0.41690585003167013,0.13827921903247226
1517,0,0,0,0,13,1,1,0,1,1,1,0,0,0,89.4,1132.35,0,1,0,1,0,0,0,0,1,0,-0.20910683146113773,0.14113346755954073,-0.03203068916791508
1518,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.6,20.6,0,0,1,1,0,0,0,0,0,1,0.49732534249854726,0.3011226405058689,0.11777438869937476
1519,1,0,0,0,19,1,1,0,1,0,0,1,1,1,99.95,1931.75,0,1,0,1,0,0,0,0,1,0,-0.3963102748381803,0.2358197849792868,-0.2219350598912442
1520,0,0,0,0,10,1,1,0,1,0,0,0,0,1,81.0,818.05,0,1,0,1,0,0,0,1,0,0,-0.15845879504263452,0.19853165601077472,-0.032641704578041955
1521,0,1,1,0,13,1,0,0,0,0,0,0,0,1,70.15,916.75,0,1,0,1,0,0,0,0,1,0,-0.22279755608532376,0.3531356183049697,-0.12093513597521136
1522,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.15,70.15,0,1,0,1,0,0,0,0,0,1,0.02955922890124926,0.41549110614217005,0.13087221535578422
1523,0,1,1,0,68,1,1,1,1,0,0,0,1,1,96.55,6581.9,0,1,0,0,1,0,0,1,0,0,-0.12291920254868688,-0.21272853490600874,-0.03888034504740345
1524,0,0,0,0,39,1,0,1,0,1,1,1,0,1,95.55,3692.85,0,1,0,0,1,0,0,0,1,0,-0.16740690110808668,-0.09795912813758609,-0.0009915879121427534
1525,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.65,69.65,0,1,0,1,0,0,0,0,1,0,-0.22248378374980202,0.4360851105008194,-0.07201905268644453
1526,0,1,0,0,1,1,0,0,0,0,0,1,1,1,89.3,89.3,0,1,0,1,0,0,0,0,1,0,-0.312717140843449,0.31287023906317135,-0.16050071767039847
1527,0,0,0,0,36,1,0,0,0,1,1,0,1,1,87.55,3078.1,0,1,0,1,0,0,0,0,1,0,-0.2738228402092423,0.15717544168402092,-0.06557327437963377
1528,0,1,0,0,15,1,0,1,0,1,1,0,1,1,96.3,1426.75,0,1,0,1,0,0,0,0,0,1,-0.1142738236670742,0.01597645127364091,0.04186779069740682
1529,0,0,0,0,5,1,1,0,0,0,0,1,0,1,85.2,474.8,0,1,0,1,0,0,0,0,1,0,-0.329780013775337,0.4390267123514469,-0.16333718271450356
1530,0,0,0,0,13,0,0,0,0,0,0,0,1,1,35.1,446.1,1,0,0,1,0,0,0,0,1,0,-0.034821562380231014,0.12276434928741277,0.2727455742047731
1531,1,0,1,0,5,1,1,0,1,0,0,0,0,1,81.3,416.3,0,1,0,1,0,0,0,0,1,0,-0.26739818508187563,0.3262614575226242,-0.1297638510449747
1532,0,0,0,1,2,1,0,0,0,0,0,0,0,1,19.6,35.85,0,0,1,1,0,0,0,0,1,0,0.18835290093023663,0.2390827531996251,0.004984409611116792
1533,0,0,1,0,17,1,1,0,0,0,0,0,1,1,85.45,1451.6,0,1,0,1,0,0,0,0,1,0,-0.33086203731205255,0.3354285096101471,-0.21405651587025132
1534,1,0,1,0,1,1,0,0,0,0,0,0,0,1,71.0,71.0,0,1,0,1,0,0,0,0,1,0,-0.19456764092999765,0.4751394701991751,-0.05585661581860834
1535,1,1,0,0,9,1,1,0,0,0,0,0,1,1,85.05,746.5,0,1,0,1,0,0,0,0,1,0,-0.32467987685782196,0.3342646849742781,-0.20463843102743015
1536,1,0,0,1,1,1,0,0,0,0,0,0,0,1,44.4,44.4,1,0,0,1,0,0,0,0,1,0,0.018236000812900506,0.2823394562058284,0.23832348182364543
1537,1,1,1,0,1,1,0,0,0,0,0,0,0,1,70.3,70.3,0,1,0,1,0,0,0,0,1,0,-0.21047453372518463,0.36123905952583263,-0.10096094155117054
1538,0,0,1,0,1,1,0,0,0,0,0,1,0,1,79.35,79.35,0,1,0,1,0,0,1,0,0,0,-0.13113924831169216,0.20692289251956575,-0.036815992174754404
1539,0,0,0,0,9,1,0,0,0,0,0,1,1,1,90.8,809.75,0,1,0,1,0,0,1,0,0,0,-0.20436921124726207,0.20117286152627406,-0.05386880546858706
1540,1,0,1,0,20,1,0,0,0,0,0,0,0,1,70.45,1470.95,0,1,0,1,0,0,0,0,1,0,-0.21033344704134715,0.4457882636033024,-0.08854864000112807
1541,1,1,0,0,70,0,0,0,0,0,0,1,1,1,45.25,3264.45,1,0,0,0,1,0,0,0,1,0,-0.04879054261604778,-0.10425747380605067,0.082784221605592
1542,0,0,0,0,3,1,1,0,0,0,0,0,0,1,75.8,246.3,0,1,0,1,0,0,0,0,1,0,-0.2682451329189329,0.5192086435063438,-0.10888605114658198
1543,1,1,0,0,20,1,0,0,0,0,0,0,0,0,71.3,1389.2,0,1,0,1,0,0,0,1,0,0,-0.05938973498119918,0.18379904319332563,-0.01049931843742102
1544,1,1,1,0,21,1,0,0,0,0,0,0,0,1,69.1,1474.75,0,1,0,1,0,0,0,0,1,0,-0.22483123505647376,0.3371569428393013,-0.12978664791751923
1545,0,0,1,0,17,1,1,0,0,1,0,1,0,0,88.25,1460.65,0,1,0,1,0,0,0,0,1,0,-0.26252076221477727,0.19197666204889835,-0.1554981242724239
1546,0,0,0,0,2,1,0,0,0,0,0,0,0,0,70.0,153.05,0,1,0,1,0,0,1,0,0,0,-0.010916982734650445,0.2925654127795408,0.047637221457679374
1547,0,0,0,0,21,1,1,0,0,0,0,1,1,1,97.35,2119.5,0,1,0,1,0,0,0,0,1,0,-0.4068935690703564,0.32310815956054845,-0.24440108407088
1548,1,0,1,1,5,1,1,0,0,0,0,0,0,1,25.9,135.0,0,0,1,1,0,0,1,0,0,0,0.18351518555489196,0.054369101990016544,-0.08945515942253286
1549,1,0,0,0,24,1,1,1,0,0,0,0,0,1,55.65,1400.55,1,0,0,1,0,0,1,0,0,0,-0.01252104165239482,0.08395293985617762,0.2011209030282694
1550,0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.65,69.65,0,1,0,1,0,0,0,0,1,0,-0.20524977727053287,0.5696009372588132,-0.014226046102480374
1551,0,0,0,0,10,1,1,0,0,1,0,1,1,1,100.6,1060.2,0,1,0,1,0,0,0,0,1,0,-0.38795931496112723,0.25393286676161814,-0.21439214210138208
1552,0,1,0,0,1,1,0,0,1,0,0,0,1,1,86.0,86.0,0,1,0,1,0,0,0,0,1,0,-0.2689355999858404,0.28169813195005894,-0.10579180220053537
1553,0,0,0,0,53,1,1,1,0,1,0,1,1,1,106.95,5785.5,0,1,0,0,1,0,0,1,0,0,-0.16868323575364752,-0.2268166008504092,-0.037377192825875975
1554,1,0,0,0,3,0,0,0,1,0,0,0,0,1,29.6,79.45,1,0,0,1,0,0,0,0,1,0,-0.010964997993032738,0.11112424410809768,0.29832878791912
1555,1,1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,1,0,0,0,1,0,1,0,0,0,-0.050207756534097286,-0.19175810667891113,0.09768361407561281
1556,0,0,1,0,49,1,1,0,0,0,0,1,1,1,95.6,4783.5,0,1,0,1,0,0,0,0,1,0,-0.3666132900463999,0.10710838836425297,-0.26356357655601415
1557,1,0,0,0,11,0,0,0,0,1,0,1,0,1,41.6,470.6,1,0,0,0,1,0,0,0,1,0,-0.022106593380389342,-0.03999646308869671,0.17384322567408775
1558,1,0,0,0,45,1,1,0,1,0,0,1,1,1,100.85,4740.0,0,1,0,1,0,0,0,1,0,0,-0.2585123452475279,-0.03625520514688361,-0.12238277255414565
1559,1,0,1,1,37,0,0,1,1,1,0,0,0,0,40.2,1448.8,1,0,0,1,0,0,1,0,0,0,0.01251483513673869,-0.1280883631436667,0.166681927504909
1560,1,0,1,0,49,1,1,0,0,0,0,1,0,0,84.5,4254.85,0,1,0,1,0,0,0,0,1,0,-0.24693739927156735,0.14256526586776788,-0.1870804400871677
1561,0,1,0,0,14,1,1,0,1,0,0,0,0,1,78.95,1101.85,0,1,0,1,0,0,0,0,1,0,-0.2849150627930396,0.2982167800410092,-0.1516425969117622
1562,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,0,1,1,0,0,0,0,0,1,0.499097016691613,0.30104875665781194,0.11751945271227494
1563,0,1,0,0,47,1,1,0,1,1,0,0,0,1,85.2,3969.35,0,1,0,1,0,0,1,0,0,0,-0.18741697234181176,-0.016547680543390987,-0.08960334928541491
1564,1,1,1,0,13,1,0,0,1,1,0,1,1,1,98.0,1237.85,0,1,0,1,0,0,0,0,1,0,-0.3078941397370303,0.09346451076712332,-0.17470173106259954
1565,1,0,1,0,5,1,0,0,0,1,0,1,1,1,94.45,498.1,0,1,0,1,0,0,0,0,1,0,-0.32249180915808817,0.2347941098398584,-0.15026809464499524
1566,1,1,0,0,3,1,1,0,1,1,0,1,1,1,105.0,294.45,0,1,0,1,0,0,0,0,1,0,-0.3311621017727884,0.12972279526258168,-0.20429974690004338
1567,0,1,1,0,26,1,1,0,1,1,0,0,1,1,93.85,2381.55,0,1,0,1,0,0,0,0,1,0,-0.3197056041208996,0.0800047054545069,-0.21151819017305604
1568,0,1,1,0,8,1,1,0,0,0,0,0,1,1,84.0,613.4,0,1,0,1,0,0,0,0,1,0,-0.30838085566209605,0.27187032135320155,-0.21982302346489924
1569,0,0,1,0,9,0,0,0,0,1,0,1,1,1,48.75,442.2,1,0,0,1,0,0,0,0,1,0,-0.08506684222034913,0.011482216776396879,0.17822199239254854
1570,1,0,0,0,1,1,0,0,0,1,0,1,0,1,84.85,84.85,0,1,0,1,0,0,0,0,1,0,-0.27661595630903096,0.3708473104869534,-0.06910872218412639
1571,1,0,0,0,12,1,0,1,0,0,1,0,0,0,56.65,654.85,1,0,0,1,0,0,0,0,0,1,0.12887875514012098,0.10656232031482987,0.3777974628193596
1572,0,0,0,0,42,1,0,1,1,1,1,0,1,0,73.9,3160.55,1,0,0,0,1,0,0,1,0,0,-0.04453912538564927,-0.23165708206218696,0.17089879711803513
