,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Monthly_Charges,Total_Charges,Internet_Service_DSL,Internet_Service_Fiber optic,Internet_Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment_Method_Bank transfer (automatic),Payment_Method_Credit card (automatic),Payment_Method_Electronic check,Payment_Method_Mailed check,x_kpca_rbf,y_kpca_rbf,z_kpca_rbf,cluster_kpca_rbf
1556,0,0,1,0,49,1,1,0,0,0,0,1,1,1,95.6,4783.5,0,1,0,1,0,0,0,0,1,0,-0.3615189136240738,0.1250681581848261,-0.2636445474602476,2
1557,1,0,0,0,11,0,0,0,0,1,0,1,0,1,41.6,470.6,1,0,0,0,1,0,0,0,1,0,-0.017742970359491544,-0.05273014456080432,0.19038699447347737,1
1558,1,0,0,0,45,1,1,0,1,0,0,1,1,1,100.85,4740.0,0,1,0,1,0,0,0,1,0,0,-0.2645510290871013,-0.029806951915013917,-0.12062664040993164,3
1559,1,0,1,1,37,0,0,1,1,1,0,0,0,0,40.2,1448.8,1,0,0,1,0,0,1,0,0,0,0.00815217522953084,-0.14569894695671845,0.18291306599726823,3
1560,1,0,1,0,49,1,1,0,0,0,0,1,0,0,84.5,4254.85,0,1,0,1,0,0,0,0,1,0,-0.23222504123114207,0.15157133304928078,-0.1894467591675237,2
1561,0,1,0,0,14,1,1,0,1,0,0,0,0,1,78.95,1101.85,0,1,0,1,0,0,0,0,1,0,-0.2528917646935201,0.31492408439804254,-0.14602601103893922,2
1562,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,0,1,1,0,0,0,0,0,1,0.576064105143777,0.23908737055625967,0.07671772323373455,0
1563,0,1,0,0,47,1,1,0,1,1,0,0,0,1,85.2,3969.35,0,1,0,1,0,0,1,0,0,0,-0.18857514822899074,-0.014946366326050065,-0.08787051060269996,3
1564,1,1,1,0,13,1,0,0,1,1,0,1,1,1,98.0,1237.85,0,1,0,1,0,0,0,0,1,0,-0.3012444992846042,0.10780572320913018,-0.1686999307808236,2
1565,1,0,1,0,5,1,0,0,0,1,0,1,1,1,94.45,498.1,0,1,0,1,0,0,0,0,1,0,-0.29880854076749314,0.25135789151869997,-0.1434150229090364,2
1566,1,1,0,0,3,1,1,0,1,1,0,1,1,1,105.0,294.45,0,1,0,1,0,0,0,0,1,0,-0.32118965539094135,0.14726332025504266,-0.1977578896233314,2
1567,0,1,1,0,26,1,1,0,1,1,0,0,1,1,93.85,2381.55,0,1,0,1,0,0,0,0,1,0,-0.31514872992359805,0.09444164746095296,-0.20751308117075318,2
1568,0,1,1,0,8,1,1,0,0,0,0,0,1,1,84.0,613.4,0,1,0,1,0,0,0,0,1,0,-0.27986021630496644,0.28831261974092703,-0.214899752482737,2
1569,0,0,1,0,9,0,0,0,0,1,0,1,1,1,48.75,442.2,1,0,0,1,0,0,0,0,1,0,-0.07680099063161908,0.005766736569019045,0.19930233413427478,1
1570,1,0,0,0,1,1,0,0,0,1,0,1,0,1,84.85,84.85,0,1,0,1,0,0,0,0,1,0,-0.23480599831767152,0.3870999133883896,-0.062233012543619376,2
1571,1,0,0,0,12,1,0,1,0,0,1,0,0,0,56.65,654.85,1,0,0,1,0,0,0,0,0,1,0.16073497428663705,0.08226208404091223,0.3885283496343945,1
1572,0,0,0,0,42,1,0,1,1,1,1,0,1,0,73.9,3160.55,1,0,0,0,1,0,0,1,0,0,-0.06193316024916273,-0.2502315017957834,0.18774202350297792,3
1573,0,0,1,0,33,1,1,0,0,0,0,0,0,1,24.5,740.3,0,0,1,0,0,1,0,0,0,1,0.3676009583737734,-0.06739741316571882,-0.24600218084194514,0
1574,0,0,0,0,31,1,1,0,0,1,0,0,1,1,89.9,2806.9,0,1,0,1,0,0,0,0,1,0,-0.3296132907701044,0.268377863738046,-0.18806577201767852,2
1575,1,1,1,0,18,1,0,0,0,0,0,0,1,0,78.55,1422.65,0,1,0,1,0,0,0,0,1,0,-0.1805694666936204,0.245873943484652,-0.12533353252163593,2
1576,1,0,1,0,42,1,1,0,1,1,1,0,1,1,99.45,4138.05,0,1,0,1,0,0,0,0,1,0,-0.3134584564822971,-0.025336048811710175,-0.13806167168450956,2
1577,1,1,0,0,4,0,0,0,0,0,0,0,0,1,25.2,102.5,1,0,0,1,0,0,1,0,0,0,0.03372232616763025,0.007175674807831089,0.21939868698394066,1
1578,0,0,0,0,12,1,1,0,0,0,1,1,1,0,74.05,872.65,1,0,0,0,1,0,0,0,0,1,0.014013787401733825,-0.09235966077014844,0.1510944829903445,1
1579,0,1,0,0,15,1,1,0,0,0,1,0,0,0,55.0,757.1,1,0,0,1,0,0,0,1,0,0,0.008412440979763833,0.018579863646656328,0.14490663120127523,1
1580,1,0,1,0,7,1,0,0,1,0,1,1,0,1,89.75,608.8,0,1,0,1,0,0,0,0,1,0,-0.22567202709162143,0.19916292586819073,-0.04470686862782122,2
1581,1,0,1,0,14,1,1,0,0,0,0,0,1,1,85.15,1139.2,0,1,0,1,0,0,0,0,1,0,-0.29038259923578474,0.3631547009765122,-0.20491384100306995,2
1582,1,1,1,0,3,1,1,0,0,0,0,1,1,1,94.6,279.55,0,1,0,1,0,0,0,0,1,0,-0.31981839146080715,0.2435114684009805,-0.243957159251943,2
1583,1,0,0,0,16,1,0,1,0,0,0,1,1,1,94.25,1483.25,0,1,0,1,0,0,0,0,1,0,-0.28148000196297446,0.28131387717699335,-0.08260355953476849,2
1584,1,0,1,0,65,1,1,1,1,1,0,0,1,0,72.45,4653.85,1,0,0,0,1,0,0,1,0,0,-0.0855713832574386,-0.2864684520452017,0.1016092345536447,3
1585,0,0,0,0,42,1,1,1,0,1,0,1,1,1,105.2,4400.75,0,1,0,1,0,0,0,0,1,0,-0.3439522930544012,0.04261293737840519,-0.16383487962772667,2
1586,1,0,1,0,6,1,1,0,0,0,0,1,0,1,82.85,460.25,0,1,0,1,0,0,0,0,1,0,-0.2728271280752198,0.377377821427499,-0.18598410360576464,2
1587,1,1,1,0,53,1,1,0,1,1,0,1,1,1,103.85,5485.5,0,1,0,1,0,0,0,0,1,0,-0.34420258382105473,-0.05736648552688092,-0.23717940353511063,2
1588,0,0,1,0,5,1,0,0,1,0,0,0,1,1,83.6,404.2,0,1,0,1,0,0,0,0,1,0,-0.23425508341192794,0.31384086201629807,-0.08835659063175573,2
1589,1,0,0,0,68,1,1,0,1,1,1,1,1,0,108.45,7176.55,0,1,0,0,1,0,0,0,1,0,-0.2094354498785661,-0.2333944111403753,-0.056983885052994725,3
1590,0,0,1,0,3,1,1,0,1,0,0,0,1,1,91.5,242.95,0,1,0,1,0,0,0,1,0,0,-0.1757750809871689,0.10285324131773367,-0.07364061789123288,2
1591,1,0,1,0,12,1,0,1,0,0,1,0,0,0,80.85,866.45,0,1,0,1,0,0,1,0,0,0,-0.03653481215979781,0.04149001685325656,0.07007304901882717,1
1592,0,0,0,0,43,0,0,0,0,1,0,1,1,1,49.05,2076.2,1,0,0,1,0,0,1,0,0,0,-0.04835509146112735,-0.08384374656904643,0.19495777180128152,1
1593,1,1,1,0,68,1,1,0,1,1,0,1,1,1,105.3,7299.65,0,1,0,1,0,0,0,0,1,0,-0.3017441192048369,-0.11707755708248894,-0.20080510865403722,3
1594,1,1,0,0,25,1,1,0,1,0,0,1,0,1,88.95,2291.2,0,1,0,1,0,0,0,0,1,0,-0.3125758110085374,0.22967156528560773,-0.20249620678527985,2
1595,1,1,1,0,66,1,1,0,1,1,1,1,1,1,110.85,7491.75,0,1,0,0,1,0,0,0,1,0,-0.22100926083882272,-0.23693729327259133,-0.0931088158345963,3
1596,0,0,1,0,70,1,1,1,1,1,1,1,1,1,114.2,7723.9,0,1,0,0,0,1,1,0,0,0,-0.2067739133624716,-0.39479519763800264,-0.00043822885441121347,3
1597,1,1,1,0,27,0,0,0,0,0,0,0,1,0,36.5,1032.0,1,0,0,1,0,0,1,0,0,0,0.01123144004702725,-0.06401433570339617,0.15620795845794816,1
1598,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.75,70.75,0,1,0,1,0,0,0,0,0,1,0.16390325773963543,0.355133914141642,0.13119850716304002,1
1599,1,0,0,0,3,0,0,0,0,1,0,1,0,1,40.15,130.75,1,0,0,1,0,0,0,0,0,1,0.06021786321519025,0.019784228035314877,0.3037194046205041,1
1600,1,1,1,0,29,1,1,0,0,0,0,1,1,1,94.45,2653.65,0,1,0,1,0,0,0,0,1,0,-0.3571346410590054,0.18698244546567325,-0.2860533293447173,2
1601,0,0,1,0,36,1,1,0,1,1,0,1,0,1,97.35,3457.9,0,1,0,1,0,0,1,0,0,0,-0.24280106916828872,-0.05446518417808986,-0.11180210669381797,3
1602,1,0,0,0,1,0,0,0,0,0,0,1,1,1,45.3,45.3,1,0,0,1,0,0,0,0,0,1,0.047616781270048314,0.03582873320591866,0.2939422314276199,1
1603,1,0,0,0,2,1,0,0,0,1,0,1,1,0,94.95,178.1,0,1,0,1,0,0,0,0,1,0,-0.23177954958118757,0.27016495144585595,-0.0760023613663106,2
1604,0,0,0,1,12,1,0,0,0,0,0,0,0,1,44.55,480.6,1,0,0,1,0,0,0,0,1,0,0.058800832854828566,0.2646871257676048,0.237131287024901,1
1605,1,0,1,0,1,0,0,0,0,0,0,0,0,1,23.45,23.45,1,0,0,1,0,0,0,0,1,0,0.036493229760747016,0.1021831358731836,0.2913534586754472,1
1606,1,0,0,0,1,0,0,1,0,0,0,0,0,0,29.7,29.7,1,0,0,1,0,0,0,0,0,1,0.14518985621654776,0.024400804697569816,0.35717750240005847,1
1607,0,0,1,0,59,1,1,0,1,0,0,1,1,0,101.1,6039.9,0,1,0,1,0,0,0,0,1,0,-0.2894707738876203,-0.03531084478666858,-0.18215186976275025,2
1608,0,0,0,0,3,1,1,0,0,0,0,0,0,1,50.65,151.3,1,0,0,1,0,0,0,0,0,1,0.16426451523090646,0.24948776146107154,0.3066783345594722,1
1609,0,0,0,0,1,1,0,0,0,0,0,0,1,1,55.4,55.4,1,0,0,1,0,0,0,0,1,0,-0.03736075619585573,0.3444161479175767,0.2500152320026665,1
1610,0,1,1,0,1,1,1,0,1,0,0,1,0,1,90.6,90.6,0,1,0,1,0,0,0,0,1,0,-0.2707610113077618,0.2121034383615448,-0.17761755101713303,2
1611,1,1,1,0,2,1,1,0,0,0,0,1,0,1,86.85,156.35,0,1,0,1,0,0,0,0,0,1,-0.10993808256958353,0.1590445402941332,-0.06923723998337249,2
1612,0,1,1,0,29,1,1,0,0,1,0,1,1,1,99.05,2952.85,0,1,0,1,0,0,1,0,0,0,-0.2559081891071966,-0.0303085160245945,-0.16098622224377557,2
1613,0,0,0,0,52,1,1,1,1,0,1,1,1,1,111.25,5916.45,0,1,0,0,1,0,0,1,0,0,-0.18776883854564735,-0.26593356857968803,0.0007563283579716017,3
1614,1,0,0,0,2,1,0,1,0,1,0,0,0,1,55.1,113.35,1,0,0,1,0,0,0,0,0,1,0.11540580535466081,0.127704906056801,0.3640428730560604,1
1615,1,0,1,0,13,1,1,0,0,1,0,1,1,1,102.25,1359.0,0,1,0,1,0,0,0,1,0,0,-0.24737318784826623,0.034910973964007844,-0.12341260934988128,2
1616,1,1,0,0,19,1,0,0,0,1,0,1,1,1,95.9,1777.9,0,1,0,1,0,0,0,1,0,0,-0.2075812434760075,0.06172381328398702,-0.08135417126448516,2
1617,0,1,0,0,47,1,1,0,1,0,1,1,0,1,95.05,4504.55,0,1,0,1,0,0,0,0,1,0,-0.27723613211295484,0.04585405442685423,-0.14509719694698028,2
1618,0,0,0,0,5,1,0,1,0,0,1,0,0,0,53.85,259.8,1,0,0,1,0,0,0,1,0,0,0.06893526555912576,0.0291086996972443,0.2963550117139057,1
1619,1,1,1,0,52,1,1,1,0,1,0,1,1,1,104.2,5568.35,0,1,0,1,0,0,0,0,1,0,-0.30333585528976637,-0.06284044256674463,-0.18615263553750178,3
1620,0,0,1,0,42,1,1,0,0,0,0,0,0,1,50.25,2203.65,1,0,0,1,0,0,0,0,1,0,-0.04948638778450146,0.1962132157765678,0.09863307938869598,1
1621,0,0,0,0,25,1,0,0,1,1,0,1,1,1,99.5,2369.05,0,1,0,1,0,0,0,0,1,0,-0.34298361742752953,0.1781673604141702,-0.13972359233684647,2
1622,0,0,0,0,9,1,0,0,0,0,0,0,0,0,71.0,672.55,0,1,0,1,0,0,0,0,1,0,-0.06812539775152007,0.5039701955336745,0.001225221438729605,2
1623,0,0,0,0,16,1,0,0,1,1,0,0,1,1,93.2,1573.7,0,1,0,1,0,0,0,1,0,0,-0.17814704587434296,0.08701750690808531,-0.009457798930946365,2
1624,1,0,1,0,5,1,0,0,0,0,0,0,0,0,19.35,126.05,0,0,1,1,0,0,0,0,0,1,0.534604754063669,0.16578629114092877,0.0014190689347387219,0
1625,1,0,0,0,3,1,0,0,0,0,0,0,0,0,19.85,64.55,0,0,1,1,0,0,0,0,0,1,0.5790258241023545,0.23795959924357574,0.07347129013943111,0
1626,0,0,1,0,31,1,1,0,0,1,1,1,1,1,104.2,3243.45,0,1,0,1,0,0,0,0,1,0,-0.35334220161002755,0.036135505022116335,-0.18467351291780187,2
1627,1,0,0,0,1,1,0,0,0,0,0,0,1,1,79.25,79.25,0,1,0,1,0,0,0,0,1,0,-0.21137934316357326,0.503672305039381,-0.05971428154918888,2
1628,0,0,0,0,1,1,0,0,0,0,0,0,0,1,44.9,44.9,1,0,0,1,0,0,1,0,0,0,0.11337040768347732,0.2137879833086484,0.28572836959610115,1
1629,1,0,1,0,10,1,0,0,0,0,0,0,0,1,70.1,659.65,0,1,0,1,0,0,0,0,1,0,-0.14394569329232712,0.47925572139569134,-0.06836738122764303,2
1630,1,0,0,0,4,0,0,0,0,1,0,0,0,1,29.65,118.5,1,0,0,1,0,0,0,0,1,0,0.011349450738911904,0.09699389123498983,0.3097345966046112,1
1631,1,0,0,0,43,1,1,0,1,0,0,0,0,1,77.85,3365.85,0,1,0,1,0,0,0,0,1,0,-0.2604437086640638,0.2900395158813718,-0.14183159943580856,2
1632,1,0,0,0,4,1,0,0,0,0,0,0,1,0,54.3,195.3,1,0,0,1,0,0,0,0,1,0,0.024692896125225954,0.2956829022800557,0.2583866650611367,1
1633,0,1,0,0,11,1,1,0,0,0,0,1,1,1,95.15,997.65,0,1,0,1,0,0,1,0,0,0,-0.22674959975997785,0.11973114614709046,-0.13814780494261023,2
1634,1,0,1,0,47,1,1,1,0,1,1,1,1,1,110.85,5275.8,0,1,0,0,1,0,0,1,0,0,-0.19729282411575128,-0.28980020765697934,-0.009216795584506093,3
1635,1,0,0,0,1,1,0,0,0,0,0,0,1,0,80.5,80.5,0,1,0,1,0,0,0,0,1,0,-0.13947975298220197,0.43310643137432886,-0.029402744897244336,2
1636,1,0,0,0,4,1,1,0,0,0,0,0,0,1,72.2,305.55,0,1,0,1,0,0,1,0,0,0,-0.0833739311000457,0.2937250349436993,-0.03467665568152921,2
1637,1,0,0,0,17,1,0,0,0,0,1,0,0,0,51.5,900.5,1,0,0,1,0,0,0,0,0,1,0.22427530770684692,0.15261123582462854,0.38515902291546644,1
1638,1,1,0,0,43,1,0,0,0,0,0,1,1,1,89.55,3856.75,0,1,0,1,0,0,0,0,0,1,-0.14779249488814347,0.09460704846100444,-0.06289972204574495,2
1639,1,0,1,0,21,1,1,1,1,0,1,1,0,0,77.5,1625.0,1,0,0,0,1,0,0,0,0,1,-0.010902416950610687,-0.18057498377282985,0.16768541638985007,3
1640,1,0,1,0,42,1,1,0,1,1,0,1,0,1,95.25,3959.35,0,1,0,1,0,0,1,0,0,0,-0.24343527371677529,-0.07386510633060761,-0.11381526578128125,3
1641,1,1,0,0,46,1,0,1,0,0,0,0,1,0,85.0,3969.4,0,1,0,1,0,0,0,0,1,0,-0.18064881299264127,0.11405157786557853,-0.07005845393040866,2
1642,0,0,1,0,5,1,0,0,0,0,1,1,0,1,85.75,470.95,0,1,0,1,0,0,0,0,1,0,-0.21003859744020026,0.2834875107262185,-0.05462388686793234,2
1643,0,1,0,0,6,1,1,0,1,0,0,1,1,1,98.25,560.6,0,1,0,1,0,0,0,0,1,0,-0.32924887370805933,0.22218328211774113,-0.21143995371178945,2
1644,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.7,25.7,1,0,0,1,0,0,0,0,0,1,0.08813287774457892,0.04098541089098574,0.2738237763697426,1
1645,0,0,1,0,7,1,0,0,0,0,0,0,0,1,69.0,506.9,0,1,0,1,0,0,0,0,1,0,-0.14011078406995134,0.4813295090787858,-0.06496743195009905,2
1646,1,0,0,0,2,1,0,0,0,0,0,0,0,0,46.05,80.35,1,0,0,1,0,0,1,0,0,0,0.16715188657729668,0.1821562539658946,0.2857633673981357,1
1647,0,1,1,0,1,1,0,0,1,0,0,0,0,1,76.4,76.4,0,1,0,1,0,0,0,0,0,1,-0.03453392884545371,0.16486848294615292,0.022988600932064496,1
1648,0,0,0,0,5,1,1,0,0,1,0,1,1,1,100.5,514.0,0,1,0,1,0,0,0,0,1,0,-0.3520305552482594,0.28561409286231965,-0.19613534415865466,2
1649,1,1,1,1,22,0,0,1,0,0,0,0,1,0,40.05,880.2,1,0,0,1,0,0,0,0,0,1,0.03789166395937929,-0.0881483708307412,0.16541942982548094,1
1650,1,0,0,0,1,1,0,0,0,0,0,0,0,0,69.95,69.95,0,1,0,1,0,0,0,0,1,0,-0.05523907271372583,0.5080231581641121,0.018663278243055106,2
1651,1,0,0,0,1,1,1,0,0,0,0,1,1,1,93.3,93.3,0,1,0,1,0,0,0,0,1,0,-0.33289916550781395,0.3972596877541949,-0.19579873138875573,2
1652,1,0,0,0,3,1,0,0,0,1,0,0,0,1,49.15,169.05,1,0,0,1,0,0,0,0,1,0,-0.0019449845616274365,0.30655412848629415,0.28395148316659585,1
1653,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35.05,35.05,1,0,0,1,0,0,0,0,0,1,0.1287717240147379,0.04434906364423527,0.32362143793800896,1
1654,0,1,0,0,1,1,0,0,1,0,0,0,0,1,73.0,73.0,0,1,0,1,0,0,0,0,1,0,-0.18652231851773415,0.35395481476996865,-0.054381042760587125,2
1655,1,1,0,0,33,1,1,0,1,1,0,0,0,1,83.85,2716.3,0,1,0,1,0,0,0,1,0,0,-0.18192478788766228,0.030544024676725307,-0.07612630992540412,2
1656,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.1,70.1,0,1,0,1,0,0,0,0,1,0,-0.13643016802392302,0.5826992505893567,-0.010284238170566957,2
1657,0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.65,142.35,0,1,0,1,0,0,0,0,1,0,-0.17284873814011242,0.44935950308141226,-0.06904252228540023,2
1658,1,0,0,0,2,1,0,0,0,0,0,0,0,0,20.35,33.2,0,0,1,1,0,0,0,0,0,1,0.577393430723039,0.2389771867940771,0.07529047394288745,0
1659,0,0,0,0,3,1,0,1,0,1,0,1,1,1,99.0,287.4,0,1,0,1,0,0,0,1,0,0,-0.17552998179407922,0.05666663117304722,0.006098277492527575,2
1660,1,0,0,0,26,1,1,0,0,0,0,0,1,1,83.95,2254.2,0,1,0,1,0,0,0,0,1,0,-0.30776823646503804,0.40694379746425835,-0.19342828978900103,2
1661,1,0,0,0,67,1,1,1,1,1,1,1,1,0,116.2,7752.3,0,1,0,0,0,1,0,1,0,0,-0.17247627327149376,-0.3502249818203794,0.022407242217677304,3
1662,0,0,1,0,71,1,1,0,0,0,0,1,1,1,93.7,6585.35,0,1,0,0,0,1,1,0,0,0,-0.16435137602417227,-0.23827916734177876,-0.11844850883659834,3
1663,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.7,19.7,0,0,1,1,0,0,0,0,0,1,0.5763529137192757,0.23845126099278258,0.07648410502664393,0
1664,0,0,0,0,5,1,1,0,0,0,0,0,0,0,75.55,413.65,0,1,0,1,0,0,0,0,1,0,-0.13280640627294324,0.46161180241811217,-0.07388306607578715,2
1665,0,0,0,0,9,1,0,0,0,0,0,1,0,1,77.65,714.15,0,1,0,1,0,0,1,0,0,0,-0.10593743718607454,0.26505360937970746,-0.011483055007910027,2
1666,0,1,0,0,26,1,1,1,1,0,0,0,1,1,95.0,2497.2,0,1,0,1,0,0,0,0,1,0,-0.28105619321273984,0.13159856203458867,-0.13980692825726465,2
1667,1,0,0,0,54,1,0,1,1,0,1,1,1,1,105.4,5643.4,0,1,0,0,1,0,0,1,0,0,-0.1629318747442656,-0.2441772153566627,0.027703413133175037,3
1668,1,0,0,0,2,1,0,0,0,1,0,1,1,1,95.85,197.7,0,1,0,1,0,0,0,0,1,0,-0.2980546575151228,0.3227214519275459,-0.1142290770313602,2
1669,1,0,0,0,1,1,1,0,1,0,0,0,0,1,79.15,79.15,0,1,0,1,0,0,0,0,1,0,-0.22391225336929052,0.4248469843532673,-0.08432922103990324,2
1670,0,0,1,0,30,1,0,0,0,0,0,0,0,0,19.65,655.85,0,0,1,1,0,0,1,0,0,0,0.35258453143496654,0.05361381914334176,-0.10605660992180532,0
1671,0,0,0,0,4,1,0,0,0,0,0,1,0,1,79.0,303.15,0,1,0,1,0,0,0,0,1,0,-0.2181918086793054,0.5042430357226035,-0.06797823738934317,2
1672,0,0,1,0,17,1,0,1,0,0,1,1,0,0,91.85,1574.45,0,1,0,1,0,0,0,0,1,0,-0.16344850519286633,0.11916038091844064,0.0010192763586031387,2
1673,0,1,0,0,60,1,1,0,0,1,1,1,1,1,106.0,6441.4,0,1,0,0,1,0,0,0,1,0,-0.22111313037440572,-0.16761253095868062,-0.09988556210870121,3
1674,1,0,0,1,1,1,0,0,0,0,1,0,0,1,49.9,49.9,1,0,0,1,0,0,0,0,0,1,0.16569733182249624,0.1105283466418423,0.3160855255443384,1
1675,0,0,0,0,13,1,1,1,0,0,0,1,1,1,100.35,1358.85,0,1,0,1,0,0,0,0,1,0,-0.3248461377413056,0.25243260435828013,-0.15266450848253543,2
1676,0,1,1,0,38,1,1,0,0,0,0,0,0,1,74.95,2869.85,0,1,0,1,0,0,1,0,0,0,-0.14598385743207345,0.08705628970275488,-0.13479810019024951,2
1677,1,1,1,1,1,1,0,0,0,0,1,0,0,1,49.25,49.25,1,0,0,1,0,0,0,1,0,0,0.022748798518865413,-0.016411242614374443,0.13533812990352448,1
1678,1,0,1,0,50,1,1,0,1,0,1,1,1,0,103.7,5071.05,0,1,0,1,0,0,0,0,1,0,-0.2834608471182607,-0.06185178775139788,-0.13627480391701272,3
1679,1,0,1,0,65,1,1,1,1,1,0,0,0,0,89.75,5769.6,0,1,0,0,1,0,0,0,1,0,-0.1543537242467484,-0.1893158484108389,-0.040200436448807636,3
1680,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.3,20.3,0,0,1,1,0,0,0,0,0,1,0.48580369323807265,0.25732281844186544,0.08759815595296165,0
1681,1,1,1,0,7,1,1,0,0,1,0,1,1,1,101.95,700.85,0,1,0,1,0,0,0,0,1,0,-0.33170200314558,0.15963172107536788,-0.23907946849258122,2
1682,1,1,0,0,2,1,1,0,0,0,0,1,1,1,94.0,181.7,0,1,0,1,0,0,0,0,1,0,-0.3245331361382005,0.3052964532310104,-0.22627357955953226,2
1683,0,0,0,0,45,1,1,0,1,0,0,1,0,1,89.3,4016.85,0,1,0,1,0,0,0,1,0,0,-0.21424790665941626,0.03145240751585549,-0.09261231067704899,2
1684,0,0,0,0,1,1,0,0,1,0,0,0,0,1,74.3,74.3,0,1,0,1,0,0,0,1,0,0,-0.06488821216836002,0.24344802983504993,0.046939482233723094,2
1685,1,0,0,0,1,0,0,0,1,0,1,0,1,1,44.65,44.65,1,0,0,1,0,0,0,0,0,1,0.036651724393084804,-0.020452420101299145,0.30248815348641783,1
1686,1,0,1,0,13,1,0,1,0,0,0,0,1,0,84.05,1095.3,0,1,0,1,0,0,0,0,1,0,-0.15478923602444244,0.22700731182927325,-0.032458624881389175,2
1687,1,0,0,0,10,1,1,0,1,0,0,0,0,1,80.7,788.8,0,1,0,1,0,0,1,0,0,0,-0.131244273442535,0.20423755739196145,-0.033491298941915514,2
1688,1,0,0,0,4,1,1,0,1,0,0,1,1,1,101.7,364.55,0,1,0,1,0,0,0,0,1,0,-0.34442353964502676,0.29242571420915764,-0.18625537817465915,2
1689,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.4,20.4,0,0,1,1,0,0,0,0,0,1,0.5681807193327718,0.23564114522091986,0.06799900422997478,0
1690,1,0,1,0,41,1,1,0,0,1,1,1,1,1,102.6,4213.35,0,1,0,0,1,0,0,0,1,0,-0.2652757853645542,-0.1584093239383694,-0.11584038063394692,3
1691,1,0,1,0,71,1,1,0,1,1,0,1,1,1,106.0,7723.7,0,1,0,0,0,1,1,0,0,0,-0.20613591002677528,-0.32351895331044156,-0.07421270050335586,3
1692,0,0,0,1,3,1,0,1,0,0,1,0,0,1,55.1,154.65,1,0,0,1,0,0,0,0,0,1,0.11185737807805844,0.044291573817590045,0.31106634869059413,1
1693,1,0,0,0,69,1,1,0,0,1,1,1,1,1,106.5,7348.8,0,1,0,0,0,1,1,0,0,0,-0.18650053424646293,-0.2898233347694485,-0.04295617893184717,3
1694,0,0,1,0,32,1,1,0,0,1,0,0,1,1,91.05,2954.5,0,1,0,1,0,0,1,0,0,0,-0.21903771246402004,0.02265862650675898,-0.12487319007391838,2
1695,0,1,1,0,51,1,1,1,0,0,0,0,0,1,77.5,3807.35,0,1,0,1,0,0,0,0,1,0,-0.22248188272243663,0.11109410673320814,-0.145468496845677,2
1696,0,0,1,0,72,0,0,0,1,1,0,1,1,1,54.2,3937.45,1,0,0,0,0,1,0,0,1,0,-0.08003548314734042,-0.20322773184411316,0.10292950879913756,3
1697,0,0,0,0,6,1,0,0,0,0,0,0,0,1,69.25,418.4,0,1,0,1,0,0,0,0,0,1,0.09449300623822147,0.4025599702215595,0.11898720786652574,1
1698,1,0,0,0,1,1,0,0,0,1,0,0,0,1,50.5,50.5,1,0,0,1,0,0,0,0,1,0,-0.0029669759751928446,0.3081632797280224,0.2839341964152368,1
1699,1,1,0,0,1,1,1,0,0,0,0,0,0,1,74.4,74.4,0,1,0,1,0,0,0,0,1,0,-0.22121151700098934,0.4160514612385915,-0.14118050255071118,2
1700,1,0,0,0,31,1,1,0,1,0,1,1,1,1,79.45,2587.7,1,0,0,0,1,0,0,0,0,1,-0.06263734970767378,-0.15340392476550216,0.139862346426907,3
1701,1,0,0,0,58,1,1,0,0,1,1,1,1,1,104.65,6219.6,0,1,0,0,1,0,0,0,1,0,-0.2482141932848657,-0.1765127000733224,-0.09516754296576356,3
1702,1,1,1,0,47,1,1,0,0,1,0,1,1,1,100.05,4871.05,0,1,0,1,0,0,0,0,1,0,-0.35118644995599646,0.023786888108275082,-0.2619754069640208,2
1703,1,0,0,0,44,1,0,0,1,0,1,1,1,0,100.55,4398.15,0,1,0,1,0,0,0,0,1,0,-0.24889192280416397,0.039003333120835385,-0.06719579945215044,2
1704,1,0,0,0,2,1,0,0,1,0,0,1,1,0,95.65,167.3,0,1,0,1,0,0,0,0,1,0,-0.22788414064989107,0.2741724893255033,-0.06909957225939496,2
1705,0,0,0,0,1,1,0,0,0,1,0,1,1,0,94.4,94.4,0,1,0,1,0,0,0,0,1,0,-0.2302328656829793,0.2703753678291635,-0.07452293125502364,2
1706,0,0,0,0,1,1,0,0,0,0,0,1,0,1,55.0,55.0,1,0,0,1,0,0,0,1,0,0,0.03704888950036676,0.16408499235051507,0.24279090216037807,1
1707,1,0,0,0,1,1,1,0,0,1,0,1,1,1,101.45,101.45,0,1,0,1,0,0,0,0,1,0,-0.3405016641034316,0.28876351317229637,-0.18712390303284235,2
